Project Code,Project Title,Description,Buyer Organisation,Buyer Organisation.1,Publication Date,Supply Category,Response Currency,Closing date/time,Project Categories,Number of Attachments,Notices,Source,reference_no,tender_title
tender_229482,Brake System ServoceParts for Stock - 12535892,"1: [120-86301] REAR BRAKE PAD Part # 84805877  - 10 EA
2: [120-47141] REAR BRAKE LINNING  part # 25904969 - 10 EA
3: [120-86294] FRONT BRAKE PAD Part # 84847749 - 10 EA
4: [120-81592] PAD KIT-FRT DISC BRK RV 1 PART # 84822406 - 5 EA
5: [120-86240] SHOE KIT PART # 84523897 - 5 EA
6: [120-58703] PAD KIT-FRT DISC PART # GM23135915 - 5 EA
7: [120-47310] BRAKE PAD PART # 22960232  - 10 EA
8: [120-47130] BRAKE PAD  part # 25949454 - 5 EA
9: [120-80764] PAD KIT-FRT DISC BRK VAN- PART # 84776469 - 20 EA
10: [120-47139] BRAKE PADS  part # 19133306 - 15 EA
11: [120-47140] REAR BRAKE PAD  part # 88983902 - 5 EA
12: [120-52222] CYLINDER ASM BRK PART # 15935845 - 10 EA
13: [120-51016] BRAKE DISC PART # 22968231 - 10 EA",Dubai Corporation for Ambulance Services,Dubai Corporation for Ambulance Services,2025-12-15 11:15:02,Other,AED,29/12/2025,503001,0,0,Dubai,tender_229482,Brake System ServoceParts for Stock - 12535892
tender_225096,PR-05614,1: Please enter the Total Price for the Annual Maintenance Agreement for Infrastructure Utilities Networks and Main Pumping Stations at Dubai South - 1 Lumpsum,Dubai South,Dubai South,2025-09-25 15:25:00,Other,AED,29/12/2025,749920,0,0,Dubai,tender_225096,PR-05614
tender_88115,General,"phone: Panasonic KX-TS208W 2-Line Integrated Phone System, White - 15 Nos","DUBAI AIR NAVIGATION SERVICES, Dubai International Airport","DUBAI AIR NAVIGATION SERVICES, Dubai International Airport",2017-11-01 13:00:00,Other,AED,29/12/2025,521904,0,0,Dubai,tender_88115,General
tender_229192,5 YRS CONTRACT/PATIENT IDENTITY BAND/CSC/IPR# 125039579/T# 22503360-AHA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [510-00199] PATIENT IDENTITY BAND | ADULT |( PINK COLOR) - 1 EA
2: [510-00200] PATIENT IDENTITY BAND|CHILD| ( PINK COLOR) - 1 EA
3: [510-15815] PATIENT IDENTITY BAND | ADULT | (BLUE COLOR) - 1 EA
4: [510-15816] PATIENT IDENTITY BAND|CHILD| (BLUE COLOR) - 1 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-04 07:30:00,Other,AED,30/12/2025,210902,0,0,Dubai,tender_229192,5 YRS CONTRACT/PATIENT IDENTITY BAND/CSC/IPR# 125039579/T# 22503360-AHA
tender_229123,IPR# 125038928 / SOQ# 22503352 / Pharmaceutical item / RH / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-24605] ROPINIROLE ER 12MG TABLET (SPR).- - 180 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-03 07:15:00,Other,AED,30/12/2025,513967,0,0,Dubai,tender_229123,IPR# 125038928 / SOQ# 22503352 / Pharmaceutical item / RH / SKA
tender_229126,IPR# 125036502 / SOQ# 22503355 / Pharmaceutical item / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-23454] IRON HEME POLYPEPTIDE 6 MG CHEWABLE TABLET - 60,000 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-03 07:15:02,Other,AED,30/12/2025,513967,0,0,Dubai,tender_229126,IPR# 125036502 / SOQ# 22503355 / Pharmaceutical item / SKA
tender_229407,IPR# 125044304 / SOQ# 22503419 / Pharmaceutical item / LH / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-24873] ZINC OXIDE 40% CREAM/OINTMENT (SPR) - 4 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-11 08:05:00,Other,AED,30/12/2025,513967,0,0,Dubai,tender_229407,IPR# 125044304 / SOQ# 22503419 / Pharmaceutical item / LH / SKA
tender_226762,IPR# 125024554 / SOQ# 22503145 / Pharmaceutical item / DH / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-24858] TEPOTINIB 225 MG TAB  (TEPMETKO) - SPR.- - 360 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-11-03 08:25:01,Other,AED,30/12/2025,513967,0,0,Dubai,tender_226762,IPR# 125024554 / SOQ# 22503145 / Pharmaceutical item / DH / SKA
tender_225841,IPR# 125002051 - SOQ# 22502948 - DENTAL ITEM /NHA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [560-02248] Biomend Collagen membrane 15x20mm - 65 PC
2: [560-06038] V3 Tab Wave- Wedge Small-Medium  CAT#\ Ref ? U2064-S - 36 PK
3: [560-02924] K-FLEXOF READYSTEEL 31mm  SIZE 010 - 32 EA
4: [560-04111] ENDOSEQUENCE BIOCERAMIC BC RRM-FAST SET PUTTY .3G SYRINGE BRASSELER ROOT REPAIR - 25 PC
5: [560-02778] TRANSPARENT STRIPROLL 8 MM WIDTH 15M LENGTH - 24 EA
6: [560-03876] Elements Obturation Gutta Percha Cartridge, Medium Body, 23 Gauge (Pack of 10)  item code is ? 972-1002 - 35 EA
7: [560-02874] PRO ULTRA ENDO TIPS ZIRCON SIZE 3 - 18 EA
8: [560-02875] PRO ULTRA ENDO TIPS ZIRCON SIZE 2 - 15 EA
9: [560-03877] internal non-vital teeth bleaching Opalescence Endo Whitening System 35% hydrogen peroxide solution. pack of 2 syringe - 5 EA
10: [560-04417] COE PAK AUTOMIX NDS CAT#  135003 - 8 BX
11: [560-05351] EUCALYPTOL OILpack - 13 EA
12: [560-03069] UNIFAST TRADING LIQUID 260 ML. - 6 EA
13: [560-07094] Dental Silicone with Diamond Polishing Burs Kit -Ca 2.35mm Diameter - 20 PK
14: [560-07095] G C Soft liner tissue conditioner powder & Liquid  pack -  DTX22000384 - 5 PK
15: [560-07096] Composite polishing kit ? TR0304 - 10 KT
16: [560-07097] Porcelain polishing kit ? TR0802 - 10 KT
17: [560-07098] GZ Instrument Diamond flexible radial disk for pre-polishing Porcelain ? ref ? DPL-7184 X 10. - 13 KT
18: [560-01187] SS PRIM MOLAR CROWN REFILL ( PACK OF 2 PCS. ) CAT.NO. DLR 4 - 50 EA
19: [560-01187] SS PRIM MOLAR CROWN REFILL ( PACK OF 2 PCS. ) CAT.NO. DLR 4 - 50 EA
20: [560-03161] Pro-Tip Turbo Air / Water Syringe Refill White [1190209] - CAT# 1007072 [Packing: 250/pack] - 75 EA
21: [560-06626] Analog for Printed Model Neoss? Multi-Unit - 20 PC
22: [560-05328...",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-10-13 10:25:01,Other,AED,30/12/2025,742202,0,0,Dubai,tender_225841,IPR# 125002051 - SOQ# 22502948 - DENTAL ITEM /NHA
tender_229446,AJCH/STORE/PR-125045547/22503429 - MEDICAL CONSUMABLE STANDING ORDER,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [510-18984] Large Pediatric Underbody Blanket, 102x136cm (40x53in) .code# SWU-2011 . Level 1 (Smiths Medical) , Mexico . Pack of 10 Each - 1,500 EA
2: [510-16016] Bivona Uncuffed Flextend Paediatric ""Straight Neck Flange Tracheostomy Tube, Size ID 3.5mm, OD 5.3mm, Proximal Length 20.0mm, Distal Length 40.0mm .code# 60PFSS35 . Bivona (Smiths Medical) , USA . Pack of 1 Each - 20 EA
3: [510-18986] Pediatric Under Body Blanket, 66x114cm (26x45in) .code# SWU-2009 . Level 1 (Smiths Medical) , Mexico . Pack of 10 Each - 1,500 EA
4: [510-16016] Bivona Uncuffed Flextend Paediatric ""Straight Neck Flange Tracheostomy Tube, Size ID 3.5mm, OD 5.3mm, Proximal Length 20.0mm, Distal Length 40.0mm .code# 60PFSS35 . Bivona (Smiths Medical) , USA . Pack of 1 Each - 20 EA
5: [510-16018] Bivona Uncuffed Flextend Paediatric ""Straight Neck Flange Tracheostomy Tube, Size ID 4.5mm, OD 6.7mm, Proximal Length 30.0mm, Distal Length 42.0mm .code# 60PFSS45 . Bivona (Smiths Medical) , USA . Pack of 1 Each - 595 EA
6: [510-19068] 450mL Sterile Prefilled Humidifier with Adaptor .code# HA-45-000 . UWHM SDN. BHD , Malaysia . Pack of 25 Each - 1,400 EA
7: [510-16137] Tracheostomy Tube Holders with VELCRO Brand Fastener, Paediatric .code# 520001 . Portex (Smiths Medical) , Mexico . Pack of 100 Each - 3,800 EA
8: [510-16333] Bivona Uncuffed Flextend Paediatric ""Straight Neck Flange Tracheostomy Tube, Size ID 3.0mm, OD 4.7mm, Proximal Length 20.0mm, Distal Length 39.0mm .code# 60PFSS30 . Bivona (Smiths Medical) , USA . Pack of 1 Each - 20 EA
9: [510-18711] Homechoice Pediatric Low Rec Volume PD 3L Empty Bag System .code# R5C8303 . Baxter MEA FZE , Singapore . Pack of 30 Each - 200 EA
10...",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-11 14:00:00,Other,AED,30/12/2025,242305,0,0,Dubai,tender_229446,AJCH/STORE/PR-125045547/22503429 - MEDICAL CONSUMABLE STANDING ORDER
tender_219852,Medical Eqpt.-AJCH (Nursing)-22501840/12571991-SAM,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: SWITCHED INTERNAL PADDLES INFANT ,2.8 CM - 4 EA
2: SWITCHED INTERNAL PADDLES,CHILD,4.5 CM - 2 EA
3: GIANNINI CASTROVIEJO NEEDLE HOLDER WITH RACHET  18cm 7"" FLAT HANDLE MICRO TC (0.2) STRAIGHT TIP FIG. A - 5 EA
4: JACONSON CASTROVIEJO NEEDLE HOLDER ROUND HANDLE 18cm 7"" STRIGHT TIP FIG E - 5 EA
5: KORNUNG GRIT TC CASTROVIEJO NEEDLE HOLDER 18 CM 7"" FLAT HANDLE GERADE STRAIGHT 2MM WITH RACHET - 5 EA
6: GLAT SMOOTH TC CASTROVIEJO NEEDLE HOLDER 18 CM 7"" FLAT HANDLE GERADE STRAIGHT 2MM WITH RACHET - 5 EA
7: BARRAQUER CASTROVIEJO NEEDLE HOLDER 18 CM 7"" FLAT HANDLE WITH RACHET 1.5MM MIT SPEERRE - 5 EA
8: VENT -ROSS CHILD  (SUCTION TIP END) - 2 EA
9: VENT -ROSS INFANT  (SUCTION TIP END) - 2 EA
10: YASARGIL TYPE STANDARD TEMPORARY VESSEL CLAMP  7.8MM 180GMS CURVE - 6 EA
11: YASARGIL TYPE STANDARD TEMPORARY VESSEL CLAMP 7.5 MM 180GMS CURVE - 6 EA
12: YASARGIL  TYPE STANDARD TEMPORARY VESSEL CLAMP 9.2MM 90GMS CURVE - 6 EA
13: YASARGIL TYPE STANDARD TEMPORARY VESSEL CLAMP 7.4MM 110GMS CURVE - 6 EA
14: YASARGIL TYPE STANDARD TEMPORARY VESSEL CLAMP 11.4MM 110GMS CURVE - 6 EA
15: YASARGIL  TYPE STANDARD TEMPORARY VESSEL CLAMP 7.8MM 180GMS CURVE - 6 EA
16: SOUTHHAMPTON PAEDIATRIC 3 MM (SUCTION CANNULA) 19.5CM 71/2? - 4 EA
17: TISSUE FORCEPS WITH DEBAKEY JAWS    1.5 MM    15 CM LENGT - 6 EA
18: TISSUE FORCEPS WITH DEBAKEY JAWS   1.5 MM     19.5 CM LENGHT - 6 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-06-26 10:50:00,Other,AED,30/12/2025,242305,0,0,Dubai,tender_219852,Medical Eqpt.-AJCH (Nursing)-22501840/12571991-SAM
tender_225328,Medical Accessories-AJCH  STORE -22502880/12427320 -SAM,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: Pedistrirrup Accesorry trolley - 1 EA
2: ROLLING MAGNETINC NEEDLE FINDER WITH WHEELS - 1 EA
3: NEEDLE FINDER LOW PROFILE NEEDLE FINDER - 1 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-10-02 13:30:00,Other,AED,30/12/2025,242305,0,0,Dubai,tender_225328,Medical Accessories-AJCH  STORE -22502880/12427320 -SAM
tender_229799,Software Assurance,,Dubai Women Establishment,Dubai Women Establishment,2025-12-24 14:45:00,Other,AED,30/12/2025,721001,0,0,Dubai,tender_229799,Software Assurance
tender_229800,AJCH/PR-125049778/22503493 - MEDICAL CONSUMABLE STANDING ORDER,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [510-16590] Pelican Pouches One piece stoma bags Brand: Eakin Ref No: 839703; Pack 30/Box - 1,200 EA
2: [510-25114] AESCULAP SCALPFIX I MAGAZINE 10 CLIPS REF: FF013P - 40 EA
3: [510-16199] AVANOS Endotracheal Closed Suction Catheter, Size 8 Fr Diameter, with Y Tube Adapters (3.0MM 3.5MM 4.0MM), Code:198-5, AVANOS ( Halyard Health )-Mexico/US, pack size:20/Case - 500 EA
4: [510-19163] Surgical Face Mask, Tie On with eye shield, fog-free, stripe color .code#FM3P001SG1.MEDPLUS/UAE-25 Pcs/ Box, 12 Box/ Ctn - 900 EA
6: [510-17113] 82102 3M SOFT CAST 2"" 10 RLS/CASE 2"" x 4 Yds, Code:82102, 3M Healthcare -POLAND, pack size:Box/10 - 200 EA
7: [510-16838] AVANOS MICKEY Low Profile Gastrostomy Feeding Tube Replacement Kit 12Fr x 1.5cm, Balloon Retained, with ENFit Extension Feeding Sets, Code:8140-12-1.5, AVANOS ( Halyard Health )-Mexico/US, pack size:1/Case - 80 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-24 14:55:00,Other,AED,30/12/2025,242305,0,0,Dubai,tender_229800,AJCH/PR-125049778/22503493 - MEDICAL CONSUMABLE STANDING ORDER
tender_229491,VAPT Services,1: VAPT Services - 1 UNT,Mohammed Bin Rashid Housing Est.,Mohammed Bin Rashid Housing Est.,2025-12-15 11:50:00,Other,AED,30/12/2025,721001,0,0,Dubai,tender_229491,VAPT Services
tender_228153,Operation & Maintenance of Storm Water Tunnel Terminal Pumping Station,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Operation & Maintenance of Storm Water Tunnel Terminal Pumping Station (TPS) Year (1/3) - 1 Each
2: Operation & Maintenance of Storm Water Tunnel Terminal Pumping Station (TPS) Year (2/3) - 1 Each
3: Operation & Maintenance of Storm Water Tunnel Terminal Pumping Station (TPS) Year (3/3) - 1 Each
1: Operation & Maintenance of Storm Water Tunnel Terminal Pumping Station (TPS). - 1 Each",Dubai Municipality,Dubai Municipality,2025-11-18 20:35:01,Other,AED,30/12/2025,452001,0,0,Dubai,tender_228153,Operation & Maintenance of Storm Water Tunnel Terminal Pumping Station
tender_229802,AJCH/PR-125048284/22503494 - MEDICAL CONSUMABLE STANDING ORDER,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [510-18076] *7mm X 22cm IM Femoral Nail Lt, Ref. 10-1500-072 - 2 EA
2: [510-18109] *9mm X 36cm IM Femoral Nail Rt, Ref. 10-1500-045 - 1 EA
3: [510-18111] *0mm Nail End Cap, Ref. 10-1500-000 - 1 EA
4: [510-18120] *4.0mm Cortical Screw 35mm, Ref. 10-1500-2035 - 2 EA
5: [510-18124] *4.0mm Cortical Screw 55mm, Ref. 10-1500-2055 - 2 EA
6: [510-18132] *4.5 X 28 Cort Screw, Ref. 10-1500-3028 - 2 EA
7: [510-18136] *4.5 X 36 Cort Screw, Ref. 10-1500-3036 - 2 EA
8: [510-18156] *4.5 X 70 Cort Recon Screw, Ref. 10-1500-4070 - 2 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-24 15:35:00,Other,AED,30/12/2025,242305,0,0,Dubai,tender_229802,AJCH/PR-125048284/22503494 - MEDICAL CONSUMABLE STANDING ORDER
tender_229714,AJCH/STORE/PR-125048356/22503471/MEDICAL CONSUMABLE STANDING ORDER,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [510-19057] Mouldable Restraints I.V. Theraphy Pediatric/medium Box of 40, Code:FI-310, 2MIIL-SPAIN, pack size:40PCS/BOX - 2,400 EA
2: [510-19309] AVANOS Enteral syringe. Purple ,10ml, single use, with ENFit connector , Code:SYR-10S, AVANOS ( Halyard Health )-China, pack size:100/Case - 40,000 EA
3: [510-19308] AVANOS Enteral syringe. Purple ,5ml, single use, low dose tip with ENFit connector , Code:SYR-05S, AVANOS ( Halyard Health )-China, pack size:100/Case - 80,000 EA
4: [510-19014] *D957P-70-100x1 safeCLINITUBES Blood Sampler Multipack with heparinized plastic capillaries and accessories. 100 ?L, 1 vial of 250 units . Code:L942-892 (MFR: RADIOMETER) - 30,000 EA
5: [510-16242] 33001, OctaCare, High Quality, Medical grade surgical mask, 3 Ply with soft elastic ear straps . Code: 33001 . Octamed Turkey 50 Pcs /Box, 48 Boxes/Ctn - 180,000 EA
6: [510-16621] Fluido Compact Standard Set (Box/30), 672000, THE SURGICAL COMPANY, NETHERLANDS - 300 EA
7: [510-17396] MICROCUFF ET TUBE 6.5 MM CUFFED STRAIGHT 35118, PACKING (10/CASE) AVANOS, Code:35118, AVANOS ( Halyard Health )-Mexico/US, pack size:10/Case - 120 EA
8: [510-16124] NEONATAL CATHETER MOUNT 15M -15F (NON STERILE PACKED ) - 360 EA
9: [510-19206]  Amber Oral Syringe 12 mL 500pcs / BOX with Blue Tip cap. NON65212  Brand: MEDLINE - 30,000 EA
10: [510-10479] HEEL WARMER - 6,000 EA
11: [510-19209] Mask oxygen simple mask w/ oxygen tubing single patient use infant, Code:DM3636, DISPOMED-MALAYSIA, pack size:100PCS/BOX - 800 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-22 11:30:00,Other,AED,30/12/2025,242305,0,0,Dubai,tender_229714,AJCH/STORE/PR-125048356/22503471/MEDICAL CONSUMABLE STANDING ORDER
tender_229541,GMC Type II Ambulance Basic - 12535887,1: GMC Type II Ambulance Basic - 1 EA,Dubai Corporation for Ambulance Services,Dubai Corporation for Ambulance Services,2025-12-16 09:20:00,Other,AED,30/12/2025,501001,0,0,Dubai,tender_229541,GMC Type II Ambulance Basic - 12535887
tender_229650,Camera system XProtect Expert renewal,1: Camera system XProtect Expert renewal - 1 UNT,Mohammed Bin Rashid Housing Est.,Mohammed Bin Rashid Housing Est.,2025-12-18 12:50:01,Other,AED,30/12/2025,721001,0,0,Dubai,tender_229650,Camera system XProtect Expert renewal
tender_229486,SOC manage service,1: SOC manage service - 1 UNT,Mohammed Bin Rashid Housing Est.,Mohammed Bin Rashid Housing Est.,2025-12-15 11:30:00,Other,AED,30/12/2025,721001,0,0,Dubai,tender_229486,SOC manage service
tender_205177,RW123 Upgradation of SCADA System and Development,"Schedule 5(A): Remuneration - General: The remuneration of the Consultant for the performance of the duties as described in Clause 2, 3 and 4 shall be as follows:-


Schedule 5(A): Remuneration - General
 - 
3.1.1.1: Consultancy Services for Studies  - 
3.1.1.2: Consultancy Services for Preliminary Design - 
3.1.1.4: Consultancy Services for Preparation of Tender Documents - 
3.1.1.5.1: Consultancy Services for Prequalification  - 
3.1.1.5.2: Consultancy Services for Tender Procedure  - 
3.1.1.6: Consultancy Services for Contract Preparation - 
3.1.1.7 (Stage 7): Payment for Construction Supervision - 
-: For the supervision of the works as described in Stage 7 (Reference Clause 3.1.1.7) - 
-: Schedule of Payments: (Position Rates) - 
Position: Resident Engineer - 
Position: Assistant Resident Engineer - Civil   - 
Position: Assistant Resident Engineer - Mechanical - 
Position: Assistant Resident Engineer - Electrical & Instrumentation - 
Position: Inspector (civil)  - 
Position: Quantity Surveyor /Cost Controller - 
Position: Planning Engineer - 
Position: Safety Officer - 
Position: Document Controller - 
Position: Land Surveyor - 
position: Material Inspector - 
 *: All other services required to provide efficient supervision during construction stage & any required staff not mentioned in the Schedule will considered as office back –up(refer to clause 3.1.17 GCCSA)
Full time – up to 08 hours per day : Part time : up to 4 hours per day - 
 3.1.1.8 : Statement at Completion and Defects Liability Period  - 
 3.1.1.9  : Defects Liability Certificate and Final Payment Certificate  - 
 3.1.1.10 : Records and Operating Instructions  - 
Important Note: Please feed the mentioned Lines (From 2.11.3 to 2.11.10) as priced above.  - 
3.1.1.1: Consultancy Services for Studies  - 
3.1.1.2: Consultancy Services for Preliminary Design - 
3.1.1.4: Consultancy Services for Preparation of Tender Documents - 
3.1.1.5.1: Consultancy Services for Prequalification  - 
3.1.1.5.2...",Dubai Municipality,Dubai Municipality,2024-11-12 13:35:01,Other,AED,31/12/2025,742102,0,0,Dubai,tender_205177,RW123 Upgradation of SCADA System and Development
tender_227555,IPR# 125030530 - SOQ# 22503216 - LAB ITEM /NHA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [530-10471] Sickledex 100 Test Kit CAT. NO. 217657 - 3 KT",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-11-12 08:50:00,Other,AED,31/12/2025,742202,0,0,Dubai,tender_227555,IPR# 125030530 - SOQ# 22503216 - LAB ITEM /NHA
tender_229741,IPR# 125049657 / SOQ# 22503482 / Pharmaceutical item / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-23704] ESTRADIOL 50 MCG/24 HR SEMIWEEKLY TRANSDERMAL PATCH - 2,400 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-23 07:45:00,Other,AED,31/12/2025,513967,0,0,Dubai,tender_229741,IPR# 125049657 / SOQ# 22503482 / Pharmaceutical item / SKA
tender_229742,IPR# 125049162 / SOQ# 22503483 / Pharmaceutical item / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-20417] NICOTINE 2MG LOZENGES - 2,400 EA
2: [520-20429] NICOTINE 4MG LOZENGES.- - 1,200 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-23 07:45:00,Other,AED,31/12/2025,513967,0,0,Dubai,tender_229742,IPR# 125049162 / SOQ# 22503483 / Pharmaceutical item / SKA
tender_229743,IPR# 125048721 / SOQ# 22503484 / Pharmaceutical item / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-01076] DEXAMETHASONE SODIUM PHOSPHATE 0.1% EYE DROPS 5ML/10ML.- - 120 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-23 07:45:01,Other,AED,31/12/2025,513967,0,0,Dubai,tender_229743,IPR# 125048721 / SOQ# 22503484 / Pharmaceutical item / SKA
tender_229744,IPR# 125048637 / SOQ# 22503486 / Pharmaceutical item / DH / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-24846] LOSARTAN 0.08% EYE DROPS (SPR).- - 20 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-23 07:45:01,Other,AED,31/12/2025,513967,0,0,Dubai,tender_229744,IPR# 125048637 / SOQ# 22503486 / Pharmaceutical item / DH / SKA
tender_229745,IPR# 125047708 / SOQ# 22503487 / Pharmaceutical item / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-24703] IBUPROFEN 75MG SUPPOSITORY.- - 10,000 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-23 07:40:00,Other,AED,31/12/2025,513967,0,0,Dubai,tender_229745,IPR# 125047708 / SOQ# 22503487 / Pharmaceutical item / SKA
tender_229747,IPR# 125046672 / SOQ# 22503488 / Pharmaceutical item / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-23445] ORAL GLUCOSE GEL  37.5 GM.- - 900 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-23 07:40:01,Other,AED,31/12/2025,513967,0,0,Dubai,tender_229747,IPR# 125046672 / SOQ# 22503488 / Pharmaceutical item / SKA
