TenderID,TenderName,TenderNumber,EntityName,entityId,InternalStatus,DueDate,TenderDetails,BiddingOpenDate,DueDays,TenderURL,EstimatedValue,DiscoveryUrl,EventId,EventType,CategoryDescriptionEn,CategoryDescriptionAr,CategoryIds,TenderStatus,Attachments,RecommendedTenders,Source,tender_title,reference_no,Project Code,Project Title,Description,Buyer Organisation,Buyer Organisation.1,Publication Date,Supply Category,Response Currency,Closing date/time,Project Categories,Number of Attachments,Notices
1219671.0,RFQ-DMT-RFP-25-104 Construction Package Roads & Infra for industrial plots,6614363,ADPIC - Department of Municipalities and Transport (DMT),ADPICDepartmentOfMunicipalitiesAndTransportDMT,OPEN,2026-01-09T00:00:00Z,DMT-RFP-25-104  Design and construction of roads and infrastructure for industrial plots in North Al Faya- Al Ausheish,,12.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219671?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6614363,RFQ,Building and Facility Construction and Maintenance Services - Heavy construction services,خدمات إنشاء المباني والمرافق والصيانة - خدمات الإنشاء الثقيلة,[72000000],Open,[],[],AbuDhabi,RFQ-DMT-RFP-25-104 Construction Package Roads & Infra for industrial plots,6614363,,,,,,,,,,,,
1202886.0,"RFQ-Supply and installation of acoustic wall panels for offices and meeting rooms, i",935105000102,AFCA – Family Care Authority ,AFCAFamilyCareAuthority,OPEN,2025-12-29T00:00:00Z,,,1.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1202886?recommendedLimit=3,AED 0 - 0,https://iaaibv.fa.ocs.oraclecloud29.com/fscmUI/faces/deeplink?objType=NEGOTIATION_SUPPLIERUSER&action=VIEW&objKey=AuctionHeaderId=345016,345016,RFQ,Engineering and Research and Technology Based Services - Computer services,خدمات مستندة إلى الهندسة والبحث والتقنية - خدمات الحاسوب,[81000000],Open,[],[],AbuDhabi,"RFQ-Supply and installation of acoustic wall panels for offices and meeting rooms, i",935105000102,,,,,,,,,,,,
1202841.0,RFQ-Facility Management (FM) Services for a 2 Years Term,935105000085,AFCA – Family Care Authority ,AFCAFamilyCareAuthority,OPEN,2025-12-29T00:00:00Z,,,1.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1202841?recommendedLimit=3,AED 0 - 0,https://iaaibv.fa.ocs.oraclecloud29.com/fscmUI/faces/deeplink?objType=NEGOTIATION_SUPPLIERUSER&action=VIEW&objKey=AuctionHeaderId=294018,294018,RFQ,Engineering and Research and Technology Based Services - Manufacturing technologies,خدمات مستندة إلى الهندسة والبحث والتقنية - تقنيات التصنيع,[81000000],Open,[],[],AbuDhabi,RFQ-Facility Management (FM) Services for a 2 Years Term,935105000085,,,,,,,,,,,,
1219581.0,RFQ-ITC/T/ITS/1178/25 - Maps Data as a Service (MDaaS),6613722,ITC - Integrated transport center ,ITCIntegratedTransportCenter,OPEN,2026-01-15T00:00:00Z,"Development, Integration, Enhancement, Operation, Support and Maintenance Services of Maps Data as a Service (MDaaS)",,18.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219581?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6613722,RFQ,Information Technology Broadcasting and Telecommunications - Software,تقنية المعلومات الإذاعة والاتصالات - برامج,[43000000],Open,[],[],AbuDhabi,RFQ-ITC/T/ITS/1178/25 - Maps Data as a Service (MDaaS),6613722,,,,,,,,,,,,
1219473.0,RFI-Establishment of a Central Honeybee Pest and Disease Laboratory,6614333,ADAFSA - Abu Dhabi Agriculture And Food Safety Authority ,ADAFSAAbuDhabiAgricultureAndFoodSafetyAuthority,OPEN,2025-12-28T00:00:00Z,,,0.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219473?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6614333,RFI,,,[],Open,[],[],AbuDhabi,RFI-Establishment of a Central Honeybee Pest and Disease Laboratory,6614333,,,,,,,,,,,,
1219572.0,RFI-برنامج الآفاق الجمركية - Customs Horizon Program,6613723,ADCTS - General Administration of Customs ,ADCTSGeneralAdministrationOfCustoms,OPEN,2026-01-05T00:00:00Z,برنامج الآفاق الجمركية - Customs Horizon Program,,8.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219572?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6613723,RFI,,,[],Open,[],[],AbuDhabi,RFI-برنامج الآفاق الجمركية - Customs Horizon Program,6613723,,,,,,,,,,,,
1219545.0,RFQ-توفير مستلزمات واداوت مرشدي السلامة,6593120,Civil Defense ,CivilDefense,OPEN,2026-01-03T00:00:00Z,توفير مستلزمات واداوت مرشدي السلامة لهيئة أبوظبي للدفاع المدني,,6.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219545?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6593120,RFQ,"Defense and Law Enforcement and Security and Safety Equipment and Supplies - Fire protection,Defense and Law Enforcement and Security and Safety Equipment and Supplies - Workplace safety equipment and supplies and training materials","معدات ومستلزمات الدفاع وتطبيق القانون والأمن والسلامة - الحماية من الحريق,معدات ومستلزمات الدفاع وتطبيق القانون والأمن والسلامة - معدات ومستلزمات ومواد تدريب السلامة في مكان العمل","[46000000, 46000000]",Open,[],[],AbuDhabi,RFQ-توفير مستلزمات واداوت مرشدي السلامة,6593120,,,,,,,,,,,,
1219491.0,RFQ-DMT-RFP-25-178 Construction of Asphalt Roads for Farms in Mahadir Liwa,6613877,ADPIC - Department of Municipalities and Transport (DMT),ADPICDepartmentOfMunicipalitiesAndTransportDMT,OPEN,2026-01-05T00:00:00Z,"Project: Construction of Asphalt Roads for Farms in Mahadir Liwa (Western Mahadir) Phase – 2
Package: Construction

Department of Municipalities and Transport, hereinafter called (DMT or The Employer) intends to appoint an experienced Contractor to perform the Construction of asphalt road for farms in Mahadir Liwa (Western Mahadir) - Phase 2 along with road alignment adjustment, proposed surface drainage, utility relocation, and street lighting network.

This project is for the Construction of internal road works (single carriageway), embankment and slope protection, traffic signs and marking, Street lighting network, surface storm water, protection/relocation of the existing services, and spare ducts.",,8.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219491?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6613877,RFQ,Building and Facility Construction and Maintenance Services - Heavy construction services,خدمات إنشاء المباني والمرافق والصيانة - خدمات الإنشاء الثقيلة,[72000000],Open,[],[],AbuDhabi,RFQ-DMT-RFP-25-178 Construction of Asphalt Roads for Farms in Mahadir Liwa,6613877,,,,,,,,,,,,
1219509.0,RFQ-DMT-RFP-25-179 Construction of Asphalt Roads for Farms in Mahadir Liwa Phase 3,6613878,ADPIC - Department of Municipalities and Transport (DMT),ADPICDepartmentOfMunicipalitiesAndTransportDMT,OPEN,2026-01-05T00:00:00Z,"Construction the Asphalt Roads for Farms at Mahadir Liwa East- Phase 3, Surface Drainage, Street Lighting, all related works including protection and relocation of existing utilities, NOCs, needed agencies and authorities’ approvals, as well as Constructability and associated works to complete the work and the handing over",,8.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219509?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6613878,RFQ,Building and Facility Construction and Maintenance Services - Heavy construction services,خدمات إنشاء المباني والمرافق والصيانة - خدمات الإنشاء الثقيلة,[72000000],Open,[],[],AbuDhabi,RFQ-DMT-RFP-25-179 Construction of Asphalt Roads for Farms in Mahadir Liwa Phase 3,6613878,,,,,,,,,,,,
1219689.0,RFQ-توريد الانظمة والاجهزة الامنية,6583907,Civil Defense ,CivilDefense,OPEN,2026-01-13T00:00:00Z,ابرام عقد توريد الانظمة والاجهزة الامنية للهيئة ابوظبي للدفاع المدني,,16.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219689?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6583907,RFQ,,,[],Open,[],[],AbuDhabi,RFQ-توريد الانظمة والاجهزة الامنية,6583907,,,,,,,,,,,,
1219554.0,RFQ-Provision of Construction Services for Underwater Marine Museum,6561100,EAD - Environment Agency Abu Dhabi,EADEnvironmentAgencyAbuDhabi,OPEN,2025-12-31T00:00:00Z,"PUBLIC TENDER ANNOUNCEMENT: - Brief Scope:

The Environment Agency Abu Dhabi (EAD) is seeking to collaborate with a single bidder to deliver a comprehensive solution for the construction, production, transportation, deployment, completion, and handover of the Underwater Marine Museum. The scope of work includes executing all tasks according to the design and at the specified project location.
The selected bidder must have proven experience in similar projects and a team of qualified construction professionals.
The Contractor staff must include a team of qualified Marine, Structural and Civil Engineers, Technical Diving Team, Quantity Surveyors, and Planning Engineers…. etc. 
The contractor's scope of work includes the construction, completion, and handover of the project. This scope shall include, but is not limited to, the following:
•	Preliminaries: Provide lay-down area for Project element production and preparation to transport, the lay-down area preferred to be at one of Abu Dhabi Ports. Liaise with local authorities and obtain any required Permits, NOC’s.
•	Element Production: the contractor has to fabricate and build all project elements including the supply of any required molds and appoint any required specialists to complete the works.
•	Site Preparation: Preparing the seabed to receive the Museum Elements.
•	Transportation & Installation: the contractor shall transport the Elements safely and install the Museum Elements at the specific location as per the design to the seabed level.
•	Defect Liability Period: the contractor shall maintain and replace any defected elements during this period.
",,3.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219554?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6561100,RFQ,Engineering and Research and Technology Based Services - Earth science services,خدمات مستندة إلى الهندسة والبحث والتقنية - خدمات علوم أرضية,[81000000],Open,[],[],AbuDhabi,RFQ-Provision of Construction Services for Underwater Marine Museum,6561100,,,,,,,,,,,,
1219518.0,RFI-Develop a strategy and local breeding program to sustain healthy bee populations,6614264,ADAFSA - Abu Dhabi Agriculture And Food Safety Authority ,ADAFSAAbuDhabiAgricultureAndFoodSafetyAuthority,OPEN,2025-12-30T00:00:00Z,Develop a strategy and local breeding program to sustain healthy bee populations (Emirati Bee),,2.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219518?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6614264,RFI,,,[],Open,[],[],AbuDhabi,RFI-Develop a strategy and local breeding program to sustain healthy bee populations,6614264,,,,,,,,,,,,
1219464.0,RFQ-Supply and installation of 209 car parking,6585042,IAT Institute of Applied Technology ,IATInstituteOfAppliedTechnology,OPEN,2025-12-29T00:00:00Z,Supply and installation of 209 car parking,,1.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219464?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6585042,RFQ,,,[],Open,[],[],AbuDhabi,RFQ-Supply and installation of 209 car parking,6585042,,,,,,,,,,,,
1219752.0,RFQ-DMT-RFP-25-222 Tunnel Development Khaleej Al Arabi / Sheikh Shakhbout bin Sultan,6614957,ADPIC - Department of Municipalities and Transport (DMT),ADPICDepartmentOfMunicipalitiesAndTransportDMT,OPEN,2026-01-26T00:00:00Z,"The Department of Municipalities and Transport (DMT) is seeking the services of a capable and experienced Contractor to undertake the Design and Build of Two Bridges which is a package of work that forms part of the wider Khaleej Al Arabi Project and required to be completed through a Fixed price Lump Sum Construction Contract.

Shakbhout Bin Sultan Street is a 3 x 3 lane boulevard road providing connectivity to and from Hudariyat Island. The objective of the Project is to provide free flow traffic to and from Hudariyat Island. It is proposed to upgrade the existing signalized intersections; IP134 and IP 134A at 8th and 32nd Street respectively via grade separation. A 2-lane bridge ramp connecting 32nd Street to Shakhbout Bin Sultan Street and A 1 x 1 lane bridge on 8th Street spanning Shakbhout Bin Sultan Street is proposed.",,29.0,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219752?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6614957,RFQ,Building and Facility Construction and Maintenance Services - Heavy construction services,خدمات إنشاء المباني والمرافق والصيانة - خدمات الإنشاء الثقيلة,[72000000],Open,[],[],AbuDhabi,RFQ-DMT-RFP-25-222 Tunnel Development Khaleej Al Arabi / Sheikh Shakhbout bin Sultan,6614957,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Dubai,Marketing,tender_84747,tender_84747,Marketing,"For Contcat or Clarifications: Shaikha M. AlJassmi
Planning & Corporate Development
Manager of Marketing  & Community Services Section
Phone:      +971 4 2030477
Fax:          +971 4 2030250
P.O.Box:   1166 Dubai
www.dubailand.gov.ae
 - 
null: Please check the attached scope of work.
Enter here the total value of the event.
If you have detailed offer, kindly attach it in the additional attachment area. - 1 LS",Dubai Land Department,Dubai Land Department,2017-08-24 08:00:01,Other,AED,28/12/2025,749946.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,Admin Dept .,tender_75321,tender_75321,Admin Dept .,null: عقد سنوي لمكافحة الحشرات - 1 LS,Dubai Land Department,Dubai Land Department,2017-02-15 12:45:01,Other,AED,28/12/2025,14002.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,Administrative,tender_189205,tender_189205,Administrative,"null: Please check the attached scope of work.
Enter here the total value.
If you have detailed offer, kindly attach it in the additional attachment area
 - 1 each
note: • The price offer must be submitted exclusively on the Tejari platform, and if it is sent to an email, the submitted offer will be excluded
• يجب تقديم عرض السعر حصراً على منصة تجاري، وفي حال تم ارساله إلى بريد الكتروني سيتم استبعاد العرض المقدم
 - 
Location: Location: Dubai Land Department, (Bani Yas Road, near Etisalat Building, Deira)


الموقع: دائرة الأراضي والأملاك في دبي (شارع بني ياس ، بالقرب من مبنى اتصالات ، ديرة)
 - 
for enquiries: To view the building, call from 8 a.m. to 1 p.m.

Mahmoud Warda
Phone number: +971 4 2030198


mahmood@dubailand.gov.ae
contracts@dubailand.gov.ae 
---------------------------------
Radwan: 0504646009
 -",Dubai Land Department,Dubai Land Department,2023-10-30 08:40:02,Other,AED,28/12/2025,749301.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,12533324 OSP,tender_229854,tender_229854,12533324 OSP,1: OSP: 37997-TROLLEY-LOWBED TRAILER (J/C# INS-25-885990) REPLACEMENT OF SUMITOMO TYRE-2NO.S - 1 EA,Dubai Municipality,Dubai Municipality,2025-12-25 15:25:00,Other,AED,29/12/2025,502001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,12533467 OSP,tender_229861,tender_229861,12533467 OSP,1: OSP: ASTR-AA-84261 (J/C# INS-25-887035) REPAIR HYDRAULIC BOOM EXTENSION CYLINDER LEAK - 1 EA,Dubai Municipality,Dubai Municipality,2025-12-25 15:25:00,Other,AED,29/12/2025,502001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,مناقصة تنظيم الحفل السنوي لموظفين المؤسسة لعدد 460 موظف,tender_229764,tender_229764,مناقصة تنظيم الحفل السنوي لموظفين المؤسسة لعدد 460 موظف,1: مناقصة تنظيم الحفل السنوي لموظفين المؤسسة لعدد 460 موظف - 1 EA,Mohammed Bin Rashid Housing Est.,Mohammed Bin Rashid Housing Est.,2025-12-23 13:20:00,Other,AED,29/12/2025,749912.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533647 / 12533370 -VOR -W.O# INS-25-886633,tender_229886,tender_229886,REQ 12533647 / 12533370 -VOR -W.O# INS-25-886633,"1: [120-91492] REAR TAIL LIGHT ASSY LH MP2413766  POLARIS BIKE 2014 - 1 EA
2: [120-91493] REAR TAIL LIGHT ASSY RH MP2413767 POLARIS BIKE 2014 - 1 EA",Dubai Municipality,Dubai Municipality,2025-12-26 17:30:00,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533589 / 12533275 - VOR -W.O#  INS-25-886473,tender_229876,tender_229876,REQ 12533589 / 12533275 - VOR -W.O#  INS-25-886473,1: [140-25025] KNITTED SHADECLOTH - 2 EA,Dubai Municipality,Dubai Municipality,2025-12-26 16:40:00,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533612 / 12533189 -VOR -W.O# INS-25-885931,tender_229878,tender_229878,REQ 12533612 / 12533189 -VOR -W.O# INS-25-885931,"1: [120-93238] TUBE 195-50-51340 KOMATSU, DOZZER 2017 - 2 EA",Dubai Municipality,Dubai Municipality,2025-12-26 16:45:00,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533617 / 12533068-VOR - W.O#INS-25-885756,tender_229879,tender_229879,REQ 12533617 / 12533068-VOR - W.O#INS-25-885756,1: [100-20585] BAR HOLLOW M.S. 100MM X 50MM X 6MM X 20' - 4 EA,Dubai Municipality,Dubai Municipality,2025-12-26 16:45:01,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533631 / 12533378 -VOR -W.O# INS-25-886533,tender_229882,tender_229882,REQ 12533631 / 12533378 -VOR -W.O# INS-25-886533,"1: [120-29453] TIRE; TYPE: SAND, MAKE: DUNLOP, P/N: 225/95 R16C, SZ DSGN: 225/95R16C, MATL: RUBBER, TREAD: TG21 PATTERN, PLY: 8, SPEED: 180km/h, LOAD: 118/116R, ADDL INFO: WITH TUBE & FLAP - 4 EA",Dubai Municipality,Dubai Municipality,2025-12-26 16:50:01,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533637 / 12532886 -VOR -W.O# INS-25-885626,tender_229883,tender_229883,REQ 12533637 / 12532886 -VOR -W.O# INS-25-885626,"1: [120-87933] DRIVE CLUTCH MP1323801 LIGHT VEHICLE, POLARIS, MOTORCYCLE, 900D 2022 - 1 EA
2: [120-88225] DRIVE CLUTCH MP1323824POLARIS 2022 - 1 EA
3: [120-77632] SEAL OUTER CLUTCH MP5521831 / POLARIS MOTOR CYCLE - 1 EA",Dubai Municipality,Dubai Municipality,2025-12-26 16:55:00,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533642 / 12533198 -VOR- W.O# INS-25-885740INS-25-885740,tender_229884,tender_229884,REQ 12533642 / 12533198 -VOR- W.O# INS-25-885740INS-25-885740,"1: [120-69796] BEARING,FRONT WHEEL  3514699\POLARIS - 1 EA
2: [120-87919] BEARING-WHEEL-40X74X MP3514635 POLARIS, MOTORCYCLE, 900D,2014 - 2 EA",Dubai Municipality,Dubai Municipality,2025-12-26 17:15:00,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533648 / 12533399 - VOR - W.O# 11602490,tender_229885,tender_229885,REQ 12533648 / 12533399 - VOR - W.O# 11602490,"1: [120-93878] ARM ASSY STEERING IDLLER - 45490-39435 - TOYOTA COASTER BUS - 1 EA
2: [120-64674] BRACKET ASSY CENTER ARM 45410-36040/TOYOTA COASTER BUS - 1 EA
3: [120-93877] BRACKET IDLLER ARM - 45070-36030 - TOYOTA COASTER BUS - 1 EA
4: [120-93876] END SUB-ASSY TIE ROD LH/RH - 45046-39275 - TOYOTA COASTER BUS - 2 EA
5: [120-89533] LINK ASSY, STEERING DRAG 45440-39115 TOYOTA COASTER BUS 2013 - 1 EA
6: [120-93875] ROD ASSY  LH/RH - 45047-39165 - TOYOTA COASTER BUS - 2 EA
7: [120-91138] ROD ASSY, STEERING RELAY 45450-39225 TOYOTA COASTER BUS 2013 - 1 EA
8: [120-91137] ROD ASSY, TIE, LH/RH 45460-39385  TOYOTA COASTER BUS 2013 - 2 EA",Dubai Municipality,Dubai Municipality,2025-12-26 17:20:00,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,12533447 OSP,tender_229860,tender_229860,12533447 OSP,1: OSP: HYLD-L-85568 (J/C# INS-25-886331) REPAIR HYDRAULIC BUCKET CYLINDER LEAK - 1 EA,Dubai Municipality,Dubai Municipality,2025-12-25 15:30:01,Other,AED,29/12/2025,502001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533826 / 12533415-VOR- W.O#  INS-25-886833,tender_229887,tender_229887,REQ 12533826 / 12533415-VOR- W.O#  INS-25-886833,"1: [120-26540] BOLT 195-27-33130/KOMATSU BULLDOZER 1995 - 45 EA
2: [120-26541] NUT 195-27-33141/KOMATSU BULLDOZER 1995 - 45 EA",Dubai Municipality,Dubai Municipality,2025-12-26 19:20:00,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533563 / 12533347 - VOR - W.O# INS-25-886435,tender_229873,tender_229873,REQ 12533563 / 12533347 - VOR - W.O# INS-25-886435,"1: [120-52625] SPRING ASSY,FRONT LEAF A9443200002/MERCEDES TRUCK 2014 - 2 EA",Dubai Municipality,Dubai Municipality,2025-12-26 16:30:01,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533577 / 12532934 -VOR - W.O# INS-25-884928,tender_229874,tender_229874,REQ 12533577 / 12532934 -VOR - W.O# INS-25-884928,"1: [120-32490] BOOSTER CLUTCH 0002500562 / MERCEDES COMPACTOR - 1 EA
2: [120-26437] CLUTCH ASSY; MAKE: MERCEDES-BENZ, P/N: 0212509401 / SS A0222501501/80 / A0232507501/80 /A0222505601/80 / A0212509501 / A0242507501/80 /0182509901, SIZE: 430mm DIA, EQUIP: 2003 COMPACTOR - 1 EA
3: [120-36930] CYLINDER ASSY, ACTUATING, LINEAR; TYPE: TILT, MAKE: MERCEDES-BENZ, P/N: A0025538805, EQUIP: COMPACTOR - 1 EA
4: [120-25070] ELEMENT, FILTER; MEDIA: AIR, MAKE: MERCEDES-BENZ, P/N: A0040943504 / C271320/3, SIZE: 170mm ID x 267mm OD x 493mm L, TYPE: PRIMARY, EQUIP: ACTROS TRUCK - 2 EA
5: [120-18237] FILTER, SEPARATOR OIL  A5410100163/EAS500M05/MERCEDES COMPACTOR - 1 EA
6: [120-27127] FORK, CLUTCH 6552501513/MERCEDES COMPACTOR 2003 - 1 EA
7: [120-55329] HOSE EXPANSION TANK (L-TYPE) 9305010182\MERCEDES COMPACTOR - 1 EA
8: [120-26690] HOSE; MAKE: MERCEDES-BENZ, P/N: A9415010782, SIZE: 64mm ID x 77mm OD x 210mm L, MATL: EPDM, CLR: BLACK, APP: LOWER, ACTROS TRUCK RADIATOR - 1 EA
9: [120-45096] MOUNTING, GEAR BOX 9412418713 / MERCEDES COMPACTOR - 2 EA
10: [120-26157] TANK EXPANSION 0005003049/MERCEDES COMPACTOR 2001 - 1 EA",Dubai Municipality,Dubai Municipality,2025-12-26 16:35:00,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533583 / 12533390 -VOR - W.O# INS-25-886739,tender_229875,tender_229875,REQ 12533583 / 12533390 -VOR - W.O# INS-25-886739,"1: [120-56898] BOOSTER BRAKE(SERVICE) 1446059\SCANIA COMPACTOR 204 - 1 EA
2: [120-63692] HOSE; MAKE: SCANIA, P/N: 1884058, CLR: BLACK, APP: TRANSMISSION COOLER - 2 EA
3: [120-57326] PUMP STEERING 1439958\SCANIA COMPACTOR 2014 - 1 EA
4: [120-56903] SEAL OIL REAR HUB 1907845\SCANIA COMPACTOR 204 - 4 EA
5: [120-93478] STEERING PUMP GASKET 1461331 SCANIA 2014 - 1 EA
6: [120-69835] VALVE FOOT BRAKE 1324664 / SCANIA TRUCK 2014 - 1 EA",Dubai Municipality,Dubai Municipality,2025-12-26 16:35:01,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533739 / 12532708 - VERY URGENT ITEM,tender_229888,tender_229888,REQ 12533739 / 12532708 - VERY URGENT ITEM,1: [120-43582] FILTER OIL 01-0002992544/ASTRA TANKER 6438 2009 - 10 EA,Dubai Municipality,Dubai Municipality,2025-12-26 19:30:00,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,MC: HH-Gynecology -22503495-MMR-IPR#125045125,tender_229816,tender_229816,MC: HH-Gynecology -22503495-MMR-IPR#125045125,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [510-24899] Kiwi cup (Vaccum assisted Delivery cup) - 10 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-25 08:20:00,Other,AED,29/12/2025,242305.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,REQ 12533840 / 12533595 -VOR - W.O#INS-25-886790,tender_229842,tender_229842,REQ 12533840 / 12533595 -VOR - W.O#INS-25-886790,"1: [120-65653] HUB INNER BEARING 223257 / CLARK FORK LIFT - 2 EA
2: [120-65655] HUB OUTER BEARING 927820 / CLARK FORK LIFT - 2 EA
3: [120-60624] OIL SEAL 927815\CLARK FORKLIFT EPX20 S / 2009 - 2 EA
4: [120-60627] SEAL 8059528\CLARK FORKLIFT EPX20 S / 2009 - 2 EA
5: [120-60623] SEAL 8059529\CLARK FORKLIFT EPX20 S / 2009 - 2 EA
6: [120-93977] STUB AXLE LH 8450617 CLARK FORK LIFT 2014 - 1 EA
7: [120-93976] STUB AXLE RH 8450618 CLARK FORK LIFT 2014 - 1 EA
8: [120-85671] WASHER 8042148\CLARK FORKLIFT P 455 D 2011 - 2 EA",Dubai Municipality,Dubai Municipality,2025-12-25 12:15:01,Other,AED,29/12/2025,503001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,"PHARMACEUTICAL ITEM - IPR# 125037707, T# 22503368/SMA",tender_229240,tender_229240,"PHARMACEUTICAL ITEM - IPR# 125037707, T# 22503368/SMA","Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-01334] DEXTROSE 4.3% WITH SODIUM CHLORIDE 0.18%-I.V1000ML. - 3,000 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-06 18:50:00,Other,AED,29/12/2025,731001.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,Dubai,IPR # 125040517 SOQ # 22503399/MUR FMU DH Main cooling tower Section 1,tender_229344,tender_229344,IPR # 125040517 SOQ # 22503399/MUR FMU DH Main cooling tower Section 1,"Important Note 1: Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note  2: If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
Important Note 3: if your offer is AED 100,000/- and above. please provide us the bank guarantee with amount of 2% of your total proposal and Tender Fees.
The validity of the Bid Bond should be 120 days (3 months starting from the tender closing date).
 - 
1: Main cooling tower two vertical  water flow sections 1&2 works at Dubai hospital - 1 EA
2: Main cooling tower two vertical  water flow sections 1&2 civil works at Dubai hospital - 1 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-09 10:20:00,Other,AED,29/12/2025,452026.0,0.0,0.0
